Startup name,Region,Industry,Funding Rounds,Funding Amount (M USD),Valuation (M USD),Revenue (M USD),Employees,Market Share (%),Profitable,Exit Status,years
Startup_1182,South America,SaaS,4,86.41,96.35,0.77,124,26.02,1,Acquired,11
Startup_1183,Europe,AI,1,25.06,26.15,3.47,495,27.08,0,Closed,1
Startup_1184,South America,SaaS,4,22.79,4.81,1.41,161,6.8,0,Operating,4
Startup_1185,Asia,Edtech,4,13.98,169.11,1.8,51,24.75,0,Operating,9
Startup_1186,USA,Edtech,1,11.42,59.51,4.14,298,19.35,0,Closed,3
Startup_1187,Asia,Edtech,3,31.79,9.39,0.69,341,11.39,0,Operating,2
Startup_1188,Europe,Edtech,1,35.04,182.16,15.06,76,13.39,1,Closed,8
Startup_1189,Africa,Healthtech,2,1.26,62.9,9.72,65,12.48,1,Acquired,11
Startup_1190,South America,Edtech,3,39.24,4.74,16.08,25,12.85,0,IPO,12
Startup_1191,USA,Biotech,1,28.67,9.37,4.27,283,8.57,0,Operating,1
Startup_1192,South America,Edtech,2,13.32,100.28,2.51,318,11.2,1,IPO,2
Startup_1193,Europe,Biotech,1,12.94,153.77,8.92,184,9.79,0,IPO,5
Startup_1194,South America,Healthtech,2,36.01,22.69,0.22,150,10.37,1,Operating,1
Startup_1195,USA,Edtech,5,31.56,26.66,0.93,48,33.06,0,Operating,2
Startup_1196,Europe,AI,0,2.99,25.16,13.53,76,6.7,0,Operating,9
Startup_1197,South America,AI,3,15.93,90.2,21.84,184,13.59,1,IPO,4
Startup_1198,Africa,E-commerce,2,69.71,30.19,2.3,450,15.4,0,IPO,5
Startup_1199,Europe,AI,2,26.6,23.52,15.65,348,16.47,0,Operating,12
Startup_1200,Europe,Fintech,3,72.22,48.63,4.84,13,17.43,1,IPO,6
Startup_1201,Africa,Fintech,2,29.92,33.72,5.38,481,18.91,0,Closed,11
Startup_1202,Asia,Fintech,3,14.87,38.12,21.54,463,17.9,1,IPO,3
Startup_1203,USA,Healthtech,0,18.57,26.13,9.7,49,22.12,0,Operating,9
Startup_1204,Asia,AI,1,24.72,30.86,16.71,424,18.63,0,IPO,5
Startup_1205,South America,Biotech,7,26.1,1.83,14.95,332,11.1,0,Operating,10
Startup_1206,Africa,Fintech,2,27.53,130.04,8.54,200,9.01,1,Operating,1
Startup_1207,Asia,E-commerce,3,53.26,1.55,13.78,306,25.86,1,Operating,11
Startup_1208,Europe,Healthtech,1,7.4,74.1,12.32,92,14.77,0,Operating,3
Startup_1209,South America,E-commerce,1,35.38,17.71,6.54,309,17.32,1,Operating,9
Startup_1210,South America,AI,3,16.86,5.95,1.65,134,51.94,0,Operating,7
Startup_1211,Asia,Edtech,5,43.31,47.04,3.1,80,26.64,1,IPO,14
Startup_1212,Asia,E-commerce,1,19.94,61.37,4.72,208,16.02,0,Operating,6
Startup_1213,Africa,Edtech,0,54.71,49.74,8.84,414,26.33,0,Operating,8
Startup_1214,USA,Healthtech,3,11.03,42.91,3.54,343,9.11,0,IPO,11
Startup_1215,Asia,E-commerce,6,2.09,38.41,2.3,478,8.46,1,Closed,9
Startup_1216,Asia,E-commerce,5,20.71,38.94,0.36,348,4.15,0,IPO,2
Startup_1217,Europe,SaaS,4,29.8,100.28,2.39,451,7.56,1,Acquired,1
Startup_1218,South America,Healthtech,3,23.52,4.72,7.75,430,20.7,0,Operating,9
Startup_1219,USA,Healthtech,7,25.82,8.56,1.5,64,4.84,0,IPO,13
Startup_1220,Europe,Fintech,2,0.59,83.74,0.3,319,16.73,1,Operating,8
Startup_1221,Africa,AI,4,67.0,18.05,0.78,29,6.05,1,IPO,7
Startup_1222,Africa,E-commerce,2,6.14,73.82,30.39,493,34.58,0,Operating,2
Startup_1223,Asia,E-commerce,4,10.68,21.75,0.36,404,1.65,1,Acquired,12
Startup_1224,Asia,Biotech,4,10.84,129.79,6.39,453,17.74,0,IPO,4
Startup_1225,Africa,Healthtech,3,47.45,16.52,11.66,258,7.81,0,IPO,12
Startup_1226,Asia,Healthtech,6,27.24,27.83,2.52,385,24.83,0,Acquired,11
Startup_1227,USA,AI,2,19.36,8.65,33.29,420,3.74,1,Operating,0
Startup_1228,Asia,Healthtech,7,2.56,54.93,0.23,436,4.41,1,IPO,10
Startup_1229,South America,Edtech,0,7.81,25.78,21.21,257,22.57,0,Closed,9
Startup_1230,Asia,Edtech,0,13.54,141.68,4.97,317,19.68,0,Operating,7
Startup_1231,Europe,SaaS,4,2.44,0.79,4.84,412,6.5,0,Operating,14
Startup_1232,USA,Edtech,6,16.94,24.52,6.39,236,12.56,0,Operating,13
Startup_1233,Europe,Edtech,5,4.82,1.2,35.54,124,17.52,0,Acquired,11
Startup_1234,Europe,AI,1,34.8,19.95,9.89,166,19.24,1,Operating,0
Startup_1235,South America,E-commerce,2,35.31,23.92,21.08,182,17.75,0,Operating,1
Startup_1236,USA,Edtech,3,18.27,14.93,0.28,472,21.58,0,Operating,5
Startup_1237,USA,SaaS,6,8.91,14.75,22.72,219,36.23,0,Operating,0
Startup_1238,USA,Healthtech,5,0.91,15.06,2.4,96,13.08,1,IPO,6
Startup_1239,USA,Edtech,3,19.83,15.48,3.78,56,11.01,0,IPO,5
Startup_1240,USA,SaaS,4,30.7,16.58,0.76,86,10.23,0,Acquired,14
Startup_1241,South America,AI,4,31.25,95.29,24.66,100,22.65,1,Operating,10
Startup_1242,Asia,Biotech,2,13.25,1.99,7.47,66,15.21,0,Operating,2
Startup_1243,Europe,Biotech,1,3.03,225.08,0.94,377,16.02,1,Acquired,5
Startup_1244,USA,Biotech,5,1.34,16.53,5.07,188,8.14,0,IPO,6
Startup_1245,Asia,Healthtech,1,1.15,1.42,4.8,306,18.57,1,Operating,5
Startup_1246,Asia,SaaS,2,5.74,9.63,0.52,43,26.59,0,Operating,9
Startup_1247,Europe,Edtech,4,3.05,142.25,4.27,43,33.61,0,Closed,14
Startup_1248,South America,E-commerce,1,3.7,300.04,3.47,445,9.58,0,Operating,2
Startup_1249,Africa,Healthtech,5,24.01,14.17,25.19,288,9.46,0,Acquired,2
Startup_1250,Africa,Healthtech,3,3.96,12.77,16.44,169,12.88,0,Closed,8
Startup_1251,Asia,Biotech,4,23.57,90.42,1.74,350,14.16,0,Acquired,14
Startup_1252,Europe,E-commerce,2,8.67,122.79,26.82,223,23.92,1,Operating,6
Startup_1253,Africa,Biotech,3,29.81,52.54,13.59,496,19.79,1,Operating,10
Startup_1254,Asia,Healthtech,2,3.46,137.3,6.75,195,35.59,0,Acquired,1
Startup_1255,South America,Edtech,2,0.47,149.8,5.67,253,15.19,1,Operating,11
Startup_1256,Africa,Biotech,5,1.87,71.29,26.15,383,31.29,0,IPO,4
Startup_1257,Asia,Biotech,1,67.72,21.44,3.65,415,1.21,0,Closed,6
Startup_1258,Asia,Biotech,2,15.44,8.09,4.63,49,42.42,1,IPO,7
Startup_1259,USA,Healthtech,4,18.68,36.46,11.75,383,25.58,1,IPO,4
Startup_1260,South America,Edtech,3,68.23,17.1,14.24,469,16.09,1,Operating,0
Startup_1261,USA,E-commerce,1,29.92,6.31,3.96,403,3.82,0,IPO,12
Startup_1262,Europe,Fintech,2,2.39,25.04,25.51,372,25.02,1,IPO,10
Startup_1263,USA,E-commerce,2,10.96,32.67,2.96,401,24.29,1,IPO,5
Startup_1264,USA,Edtech,0,34.45,54.23,4.27,90,22.6,0,IPO,11
Startup_1265,Africa,AI,3,21.87,12.5,2.19,303,11.31,0,Operating,1
Startup_1266,Asia,Biotech,5,4.86,101.44,7.7,487,38.62,0,Operating,9
Startup_1267,South America,E-commerce,3,32.77,10.26,72.27,314,22.39,0,Closed,6
Startup_1268,USA,AI,6,16.37,294.44,12.66,155,37.04,0,Operating,4
Startup_1269,South America,AI,2,31.05,40.7,6.37,453,16.42,1,Operating,1
Startup_1270,USA,Edtech,2,19.69,7.94,40.7,67,18.87,0,Operating,7
Startup_1271,Europe,Edtech,0,12.43,89.91,0.5,106,23.44,1,IPO,4
Startup_1272,USA,Biotech,4,26.08,14.63,3.37,204,37.67,0,Operating,2
Startup_1273,Africa,Fintech,3,40.15,10.43,18.21,377,13.33,0,Operating,5
Startup_1274,Asia,SaaS,5,12.53,7.24,7.43,457,20.02,0,Closed,3
Startup_1275,Europe,Healthtech,3,0.6,40.02,0.05,171,10.83,0,Operating,5
Startup_1276,USA,E-commerce,1,17.99,105.73,6.1,380,8.81,0,Operating,1
Startup_1277,South America,Edtech,3,1.89,113.7,0.22,66,40.54,1,Operating,10
Startup_1278,Europe,E-commerce,3,7.85,77.0,8.52,259,6.17,0,Closed,2
Startup_1279,Europe,SaaS,5,15.96,43.55,10.02,379,22.19,1,Acquired,3
Startup_1280,USA,SaaS,2,8.47,37.74,2.25,359,17.4,1,Acquired,4
Startup_1281,Europe,Biotech,6,6.6,23.4,43.05,186,20.97,0,Operating,10
Startup_1282,South America,AI,6,0.41,2.25,17.95,237,17.17,1,Operating,7
Startup_1283,Europe,Biotech,5,6.27,90.57,6.23,338,14.44,0,Acquired,10
Startup_1284,South America,Healthtech,2,9.72,377.34,3.7,134,3.48,0,Operating,11
Startup_1285,USA,Fintech,2,6.86,126.82,0.12,253,26.46,0,Acquired,1
Startup_1286,Asia,E-commerce,4,19.8,135.18,11.82,7,15.3,0,Operating,9
Startup_1287,Europe,Healthtech,0,21.92,20.26,3.05,407,13.79,1,Acquired,6
Startup_1288,Asia,Fintech,3,30.27,5.23,5.02,462,6.07,0,Operating,7
Startup_1289,South America,E-commerce,1,4.11,102.62,5.6,326,14.54,1,Operating,3
Startup_1290,Europe,Healthtech,3,19.3,72.16,19.23,305,5.84,0,Operating,8
Startup_1291,Africa,Edtech,4,11.24,24.75,19.07,402,6.95,0,IPO,9
Startup_1292,Asia,E-commerce,3,7.8,89.66,14.97,215,8.58,1,Operating,14
Startup_1293,Europe,Healthtech,1,13.19,7.47,14.56,241,22.4,0,Operating,14
Startup_1294,Asia,SaaS,2,13.13,52.65,6.83,267,15.81,0,Acquired,10
Startup_1295,Europe,Fintech,2,20.4,153.29,15.66,7,37.62,1,IPO,6
Startup_1296,USA,Healthtech,2,16.38,120.63,19.53,389,15.62,0,Operating,14
Startup_1297,Asia,Edtech,1,19.95,71.53,6.9,440,21.24,0,Operating,11
Startup_1298,Africa,Biotech,2,78.74,15.5,23.07,65,23.81,0,Closed,3
Startup_1299,Africa,E-commerce,1,33.26,5.41,46.44,411,19.44,0,Operating,8
Startup_1300,South America,E-commerce,2,6.91,19.63,1.93,401,18.4,0,Acquired,3
Startup_1301,Europe,E-commerce,1,15.25,48.03,38.65,65,28.89,0,Operating,4
Startup_1302,Asia,Edtech,4,5.21,19.03,2.82,426,28.91,0,Operating,9
Startup_1303,South America,Fintech,0,14.63,26.65,27.19,432,22.43,0,Operating,0
Startup_1304,Asia,E-commerce,5,24.9,25.84,19.05,14,20.74,1,Acquired,13
Startup_1305,Europe,Fintech,1,1.36,20.46,24.78,231,1.92,1,IPO,9
Startup_1306,Africa,Healthtech,4,2.96,128.49,6.18,419,6.21,1,Operating,5
Startup_1307,USA,SaaS,3,0.15,19.28,1.64,421,0.38,0,Closed,11
Startup_1308,Africa,SaaS,1,9.52,252.01,2.52,412,21.95,1,Closed,6
Startup_1309,South America,Fintech,4,29.16,11.74,3.63,273,10.82,1,Acquired,7
Startup_1310,USA,Fintech,3,11.94,103.03,2.87,230,31.12,0,IPO,1
Startup_1311,South America,SaaS,1,16.92,65.9,34.23,249,11.2,1,Operating,13
Startup_1312,Europe,E-commerce,2,17.83,55.25,1.7,23,20.3,1,Acquired,14
Startup_1313,USA,AI,1,1.88,29.47,11.58,216,10.37,0,Acquired,14
Startup_1314,South America,AI,3,3.83,84.8,7.17,66,14.97,0,Operating,6
Startup_1315,Europe,Edtech,3,49.35,33.89,0.35,199,9.37,0,Acquired,3
Startup_1316,Africa,Biotech,2,12.28,7.28,2.38,87,25.95,0,Operating,11
Startup_1317,Europe,SaaS,4,10.85,16.46,27.12,435,8.55,1,Operating,3
Startup_1318,Asia,SaaS,4,27.8,10.07,16.97,35,19.51,0,Closed,1
Startup_1319,Europe,Edtech,1,0.92,42.15,8.82,407,4.07,0,Operating,7
Startup_1320,Europe,AI,2,36.75,53.27,0.8,46,18.61,0,Operating,12
Startup_1321,Asia,Healthtech,3,22.2,20.47,1.49,223,16.8,0,Closed,11
Startup_1322,South America,E-commerce,3,3.13,2.02,13.12,271,42.72,0,Operating,5
Startup_1323,South America,E-commerce,3,1.34,53.76,14.15,243,18.15,1,Operating,12
Startup_1324,Europe,Healthtech,2,0.06,3.2,31.72,300,38.1,0,IPO,7
Startup_1325,Asia,Healthtech,1,6.97,168.59,2.3,335,20.39,0,IPO,13
Startup_1326,Asia,AI,2,7.85,109.14,10.47,469,26.86,0,Closed,0
Startup_1327,Africa,Edtech,5,3.89,88.86,5.64,358,4.21,1,Operating,10
Startup_1328,South America,Healthtech,6,6.77,22.91,1.21,374,5.49,0,Closed,7
Startup_1329,USA,Edtech,2,16.51,68.32,4.1,205,10.75,0,IPO,1
Startup_1330,South America,Biotech,4,2.4,2.35,4.58,427,13.76,0,Operating,4
Startup_1331,South America,Fintech,4,4.49,4.7,6.04,494,29.61,0,IPO,12
Startup_1332,Africa,E-commerce,1,16.51,34.11,3.47,347,18.51,0,Acquired,5
Startup_1333,USA,AI,5,24.38,44.19,8.04,396,16.0,1,IPO,5
Startup_1334,Africa,E-commerce,4,53.55,72.83,9.33,337,3.45,0,Operating,5
Startup_1335,USA,AI,0,14.29,17.67,5.32,166,19.95,0,Operating,14
Startup_1336,Europe,Fintech,3,2.4,39.11,4.67,430,8.71,1,IPO,8
Startup_1337,USA,E-commerce,6,17.91,3.23,10.66,255,4.73,1,Acquired,5
Startup_1338,Africa,Fintech,0,107.48,31.83,0.56,213,4.3,0,Acquired,1
Startup_1339,South America,AI,4,42.92,55.62,20.13,180,8.68,0,Acquired,4
Startup_1340,USA,Healthtech,1,30.3,228.5,36.74,112,22.52,1,Acquired,8
Startup_1341,USA,Biotech,3,26.53,73.04,0.57,106,16.68,0,Operating,4
Startup_1342,Asia,E-commerce,2,28.18,269.98,12.35,403,12.77,0,Acquired,7
Startup_1343,South America,Fintech,0,1.9,34.45,2.91,291,16.6,0,Operating,7
Startup_1344,Europe,SaaS,5,14.69,28.37,5.62,51,8.23,1,IPO,9
Startup_1345,Africa,E-commerce,2,23.4,89.85,3.16,52,19.04,0,IPO,10
Startup_1346,Europe,E-commerce,4,1.51,31.03,2.41,391,6.15,1,Operating,9
Startup_1347,South America,E-commerce,2,49.25,70.56,5.82,305,10.69,0,Operating,4
Startup_1348,USA,Edtech,4,2.73,260.18,4.65,182,10.41,1,Acquired,3
Startup_1349,USA,Fintech,3,1.85,64.48,5.55,295,6.92,0,Operating,6
Startup_1350,South America,Fintech,4,2.64,0.72,16.51,40,12.78,0,Operating,3
Startup_1351,USA,E-commerce,1,11.01,9.94,38.47,457,36.31,1,Operating,13
Startup_1352,USA,Healthtech,0,15.67,16.17,1.55,414,13.08,1,Operating,8
Startup_1353,USA,E-commerce,8,1.99,86.34,13.63,222,29.31,1,IPO,12
Startup_1354,Africa,Edtech,3,30.83,134.51,7.97,131,31.5,1,IPO,9
Startup_1355,Africa,AI,3,4.47,52.45,4.67,56,5.28,1,Acquired,5
Startup_1356,Asia,Edtech,4,16.44,4.61,10.8,284,35.6,0,Operating,0
Startup_1357,Europe,Healthtech,2,13.51,34.61,21.33,266,10.38,1,Operating,9
Startup_1358,South America,E-commerce,2,47.21,97.96,10.26,331,23.87,1,Operating,2
Startup_1359,South America,Fintech,3,44.76,22.49,12.16,312,16.52,0,Acquired,6
Startup_1360,South America,Biotech,1,5.45,3.38,1.6,32,17.26,1,IPO,4
Startup_1361,Asia,SaaS,3,15.46,75.61,12.48,49,12.36,1,Operating,3
Startup_1362,Africa,E-commerce,5,84.53,53.52,42.78,82,15.89,0,Closed,3
Startup_1363,Asia,Healthtech,4,8.06,31.46,32.09,43,21.36,0,Closed,8
Startup_1364,South America,Fintech,8,1.53,94.79,5.26,473,4.08,1,IPO,14
Startup_1365,Europe,Edtech,4,25.32,94.76,21.39,143,13.16,0,Operating,2
Startup_1366,USA,AI,3,13.99,60.36,8.95,208,2.23,0,Closed,3
Startup_1367,Africa,AI,1,56.15,142.64,1.26,374,20.51,1,Operating,6
Startup_1368,Africa,Biotech,2,17.12,30.25,38.26,253,14.46,0,Operating,9
Startup_1369,Asia,E-commerce,5,14.33,65.27,9.5,182,23.07,0,Acquired,13
Startup_1370,Africa,Edtech,2,49.27,88.8,1.12,166,7.97,0,Closed,13
Startup_1371,South America,Biotech,6,9.57,50.47,8.49,295,11.63,1,Operating,6
Startup_1372,South America,SaaS,3,18.2,40.27,12.78,120,31.0,1,Closed,8
Startup_1373,Asia,SaaS,5,37.38,65.84,2.71,459,36.35,1,Operating,1
Startup_1374,South America,Biotech,2,18.21,21.89,11.47,249,15.14,1,Acquired,4
Startup_1375,Europe,Healthtech,2,7.07,22.82,33.79,283,19.05,0,Closed,14
Startup_1376,Asia,AI,5,16.34,187.78,2.64,133,10.97,0,IPO,0
Startup_1377,Europe,Edtech,5,11.31,6.33,6.75,408,13.53,1,Operating,3
Startup_1378,USA,E-commerce,4,83.62,92.26,3.77,164,16.05,0,Operating,10
Startup_1379,Europe,Fintech,4,1.05,77.73,4.91,102,13.23,0,Operating,14
Startup_1380,USA,E-commerce,0,29.22,2.78,18.15,186,3.02,1,Closed,11
Startup_1381,USA,E-commerce,3,0.49,60.79,17.35,118,13.17,0,Acquired,8
Startup_1382,Europe,Edtech,4,18.52,4.93,0.08,408,30.06,1,Operating,6
Startup_1383,Asia,AI,4,11.28,11.82,1.3,338,17.73,0,Operating,3
Startup_1384,South America,Edtech,4,48.26,158.76,4.29,201,11.85,0,Acquired,1
Startup_1385,South America,Fintech,4,15.5,22.48,3.61,220,21.21,0,Operating,5
Startup_1386,USA,Biotech,0,35.13,2.92,0.98,409,7.11,0,Operating,10
Startup_1387,USA,Edtech,6,22.3,36.82,11.64,336,21.66,1,Operating,1
Startup_1388,Asia,Healthtech,4,11.85,11.56,10.29,326,21.89,0,Closed,6
Startup_1389,Africa,E-commerce,1,8.24,27.78,2.85,387,2.96,0,Acquired,9
Startup_1390,Europe,AI,2,2.49,5.36,4.49,462,8.42,0,Operating,3
Startup_1391,USA,SaaS,2,0.27,5.04,6.69,145,9.45,0,Operating,13
Startup_1392,South America,Fintech,1,0.03,35.07,0.46,227,34.2,1,IPO,10
Startup_1393,Asia,SaaS,3,5.12,20.46,1.68,50,27.57,1,IPO,10
Startup_1394,Europe,E-commerce,5,16.46,8.44,10.41,412,24.36,1,Acquired,14
Startup_1395,Asia,Edtech,3,74.18,43.42,6.65,380,11.71,1,IPO,7
Startup_1396,Europe,SaaS,5,24.43,3.21,9.17,414,16.93,0,Closed,5
Startup_1397,Europe,Healthtech,0,1.47,69.87,36.23,37,28.21,0,Operating,8
Startup_1398,USA,Edtech,6,20.72,2.64,14.09,45,38.56,0,Operating,9
Startup_1399,Asia,E-commerce,2,13.29,175.95,34.49,220,10.05,0,Operating,2
Startup_1400,Asia,SaaS,4,20.22,66.52,8.94,5,10.07,0,Operating,10
Startup_1401,South America,Biotech,3,19.52,113.75,0.01,269,7.04,0,Operating,13
Startup_1402,South America,Fintech,1,3.11,28.99,0.98,483,7.74,0,IPO,3
Startup_1403,USA,SaaS,2,50.38,2.99,11.94,191,41.2,0,Acquired,3
Startup_1404,USA,Biotech,4,16.17,13.03,3.64,125,13.09,0,Operating,9
Startup_1405,Africa,Biotech,4,24.13,177.19,5.34,92,13.19,1,Operating,9
Startup_1406,South America,SaaS,4,9.79,48.23,11.25,431,4.75,0,Operating,6
Startup_1407,Europe,AI,7,2.61,12.93,4.06,30,5.14,0,Operating,2
Startup_1408,Asia,SaaS,6,23.48,32.97,20.69,43,22.16,0,Closed,5
Startup_1409,USA,E-commerce,1,57.12,19.1,4.9,314,4.97,0,Acquired,1
Startup_1410,Asia,Biotech,6,17.4,33.64,0.45,377,7.25,0,Operating,10
Startup_1411,Asia,Fintech,2,4.43,90.59,41.48,154,16.12,0,Closed,0
Startup_1412,Africa,E-commerce,4,19.52,12.59,6.73,357,18.1,0,IPO,3
Startup_1413,South America,Healthtech,6,11.2,25.47,4.32,484,19.8,1,IPO,1
Startup_1414,USA,Edtech,2,10.18,29.54,22.94,229,18.89,0,IPO,14
Startup_1415,Asia,SaaS,1,48.95,44.22,19.72,461,24.17,0,Operating,1
Startup_1416,USA,AI,4,26.72,4.05,0.39,403,22.76,0,Operating,4
Startup_1417,Europe,Fintech,3,14.22,11.6,16.53,474,5.57,1,Acquired,4
Startup_1418,Africa,AI,2,10.81,25.36,6.73,468,17.02,0,Operating,14
Startup_1419,Europe,AI,2,5.57,82.86,11.19,359,18.03,0,Operating,14
Startup_1420,USA,AI,6,8.42,10.34,1.58,349,27.67,1,Operating,10
Startup_1421,USA,SaaS,3,15.56,106.65,11.01,103,22.09,0,Closed,1
Startup_1422,South America,Fintech,4,0.99,20.71,2.61,29,8.34,0,Operating,9
Startup_1423,Asia,Fintech,3,8.85,14.64,1.25,114,11.29,1,Acquired,2
Startup_1424,Asia,Biotech,4,13.63,26.33,1.45,105,17.2,1,Operating,4
Startup_1425,Europe,AI,5,18.74,40.34,3.57,373,29.99,0,Operating,8
Startup_1426,Africa,Biotech,2,27.18,66.21,47.86,127,6.88,1,Operating,10
Startup_1427,Asia,Biotech,3,0.28,32.4,0.56,441,7.51,1,IPO,2
Startup_1428,South America,Edtech,2,6.99,85.19,4.02,270,12.57,1,Closed,0
Startup_1429,Europe,SaaS,3,6.05,85.39,7.45,212,12.35,0,Operating,0
Startup_1430,Europe,SaaS,3,14.73,0.09,2.32,406,16.29,1,Operating,11
Startup_1431,South America,E-commerce,3,12.55,78.41,32.6,113,11.47,1,Operating,1
Startup_1432,Africa,Biotech,2,1.67,29.24,6.17,310,14.95,0,Operating,12
Startup_1433,South America,SaaS,4,28.66,170.69,11.8,33,15.58,0,Acquired,13
Startup_1434,Africa,AI,2,23.25,85.8,4.46,405,7.29,0,Acquired,4
Startup_1435,South America,Healthtech,5,34.42,24.23,2.16,318,31.13,0,Operating,3
Startup_1436,South America,AI,3,2.35,50.34,3.62,264,15.23,0,Closed,9
Startup_1437,USA,Fintech,1,14.11,10.8,3.28,72,12.59,1,Operating,7
Startup_1438,Europe,SaaS,3,18.51,17.15,18.81,441,29.66,0,Operating,13
Startup_1439,South America,SaaS,1,1.0,11.29,0.15,83,5.96,1,Operating,10
Startup_1440,South America,E-commerce,3,64.09,69.55,22.41,259,35.74,0,Operating,9
Startup_1441,Asia,Biotech,2,31.64,0.41,4.99,136,12.18,1,Operating,5
Startup_1442,Europe,Healthtech,2,5.59,26.15,9.59,17,11.38,1,IPO,3
Startup_1443,Asia,SaaS,4,19.82,90.87,16.38,182,10.03,1,Closed,5
Startup_1444,Europe,E-commerce,0,3.1,61.74,6.18,57,11.08,0,Operating,5
Startup_1445,Asia,E-commerce,1,41.3,27.39,0.97,60,17.82,1,Acquired,8
Startup_1446,South America,Healthtech,6,2.07,50.13,7.8,330,7.54,0,Operating,7
Startup_1447,South America,AI,3,46.89,28.26,1.3,329,21.85,0,Closed,6
Startup_1448,USA,AI,2,35.19,92.9,17.41,59,10.59,0,Closed,11
Startup_1449,Asia,AI,3,13.01,42.5,10.44,293,14.71,1,Operating,11
Startup_1450,Africa,Edtech,2,21.15,50.07,8.97,458,0.89,0,Operating,0
Startup_1451,USA,Biotech,4,5.64,223.8,0.0,422,23.23,1,Operating,2
Startup_1452,Asia,Biotech,0,9.7,73.51,32.21,73,17.8,0,Acquired,12
Startup_1453,Asia,AI,1,4.9,16.84,1.4,244,53.6,1,Operating,11
Startup_1454,USA,Healthtech,5,15.0,74.13,2.03,62,29.98,1,Operating,10
Startup_1455,South America,Edtech,2,7.67,131.89,42.8,296,5.43,0,Acquired,9
Startup_1456,Asia,Biotech,6,8.66,17.48,0.94,273,4.99,0,Acquired,10
Startup_1457,South America,AI,4,11.7,85.0,13.53,352,5.68,0,Closed,6
Startup_1458,USA,Edtech,3,41.21,13.58,1.0,139,4.54,0,Operating,9
Startup_1459,South America,Healthtech,4,15.91,28.46,13.2,61,8.63,1,Operating,9
Startup_1460,Europe,AI,1,32.86,58.59,22.02,141,11.82,1,Operating,13
Startup_1461,Africa,Fintech,6,37.75,13.95,4.3,286,10.63,1,Operating,12
Startup_1462,Asia,SaaS,5,5.63,10.37,3.75,357,26.06,0,Acquired,12
Startup_1463,Africa,Healthtech,5,30.07,31.05,27.03,315,8.67,0,IPO,11
Startup_1464,South America,E-commerce,4,20.92,76.44,0.78,27,2.08,0,Operating,9
Startup_1465,Asia,E-commerce,2,14.16,45.3,4.27,361,26.76,1,Operating,6
Startup_1466,South America,Healthtech,6,1.86,60.4,10.58,188,18.44,1,Acquired,14
Startup_1467,Europe,E-commerce,4,16.99,58.44,11.63,158,14.02,0,Operating,11
Startup_1468,USA,Biotech,2,3.38,39.32,6.03,120,12.51,0,Operating,13
Startup_1469,Asia,Healthtech,6,33.88,18.96,19.22,79,13.08,0,Operating,8
Startup_1470,Europe,Fintech,2,54.55,27.38,18.9,437,1.56,1,Operating,13
Startup_1471,Europe,Healthtech,4,13.01,23.95,16.99,81,24.42,1,IPO,8
Startup_1472,Asia,AI,5,11.62,4.12,1.87,56,25.05,0,IPO,9
Startup_1473,South America,AI,1,13.42,114.37,10.4,479,11.1,0,Closed,9
Startup_1474,Europe,Edtech,2,1.39,51.34,19.04,454,2.71,0,Operating,0
Startup_1475,Africa,E-commerce,0,5.41,97.31,0.99,193,5.87,1,IPO,7
Startup_1476,Europe,SaaS,4,56.47,74.82,2.8,276,9.32,0,Operating,6
Startup_1477,South America,E-commerce,0,8.46,3.54,38.16,353,16.73,1,Operating,1
Startup_1478,South America,Biotech,2,17.9,12.19,6.2,152,15.03,0,Acquired,12
Startup_1479,Africa,Healthtech,1,20.95,150.53,7.55,100,8.18,0,Operating,0
Startup_1480,Europe,SaaS,4,41.94,30.99,4.31,475,6.6,0,Operating,6
Startup_1481,South America,SaaS,0,5.44,83.55,4.98,256,17.69,1,Operating,9
Startup_1482,Asia,E-commerce,3,44.17,42.84,22.49,77,17.45,1,Operating,7
Startup_1483,USA,SaaS,1,9.94,86.74,2.35,484,5.61,1,Operating,3
Startup_1484,USA,SaaS,1,50.96,66.33,3.27,136,47.55,1,Closed,9
Startup_1485,USA,AI,2,10.6,16.41,6.94,310,15.39,0,IPO,0
Startup_1486,Europe,Fintech,1,2.2,236.73,3.72,302,42.86,1,Operating,8
Startup_1487,Africa,Healthtech,1,1.07,33.72,22.32,115,40.21,1,Operating,13
Startup_1488,South America,E-commerce,3,68.4,43.97,10.02,497,6.36,0,Acquired,6
Startup_1489,Asia,AI,3,2.59,38.87,7.01,142,8.75,1,IPO,14
Startup_1490,Asia,Biotech,7,15.58,108.22,9.27,392,23.53,1,Operating,14
Startup_1491,Europe,Biotech,2,14.97,16.42,0.2,60,11.02,0,Acquired,0
Startup_1492,USA,Edtech,5,10.26,3.18,13.54,207,23.28,0,IPO,1
Startup_1493,Europe,SaaS,3,10.83,27.94,4.09,326,7.74,0,IPO,13
Startup_1494,Africa,SaaS,1,12.91,125.25,9.37,224,30.94,0,IPO,10
Startup_1495,Africa,E-commerce,1,2.1,28.93,17.85,194,5.81,0,Closed,0
Startup_1496,South America,Fintech,1,31.3,16.26,4.24,144,18.77,0,Acquired,6
Startup_1497,South America,Fintech,3,9.47,48.18,0.38,44,25.28,1,Closed,5
Startup_1498,Africa,E-commerce,4,5.61,66.88,0.01,473,11.94,0,Acquired,14
